state,variable,month,contributing_counties,median_across_counties_f,p25_across_counties_f,p75_across_counties_f,min_across_counties_f,max_across_counties_f,contributing_monthly_summaries,monthly_records_total,counties_with_any_record,pct_monthly_records_passing_coverage,season,month_name,variable_label,coverage_requirement_days,unit_of_analysis
AL,Tmax,4,66,75.83,73.31,76.83,70.18,82.03,2493,2579,66,96.67,cool,Apr,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmax,5,66,82.45,80.37,83.83,78.05,86.03,2503,2579,66,97.05,shoulder,May,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmax,6,66,88.53,87.39,89.42,79.3,90.99,2481,2572,66,96.46,warm,Jun,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmax,7,66,90.95,89.92,91.58,84.63,92.84,2484,2564,66,96.88,warm,Jul,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmax,8,66,90.41,89.41,91.26,81.71,93.82,2490,2559,66,97.3,warm,Aug,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmax,9,66,86.15,84.48,87.13,79.79,89.75,2477,2555,66,96.95,warm,Sep,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmax,10,66,76.69,74.63,78.12,72.43,80.37,2482,2559,66,96.99,shoulder,Oct,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmax,11,66,66.93,64.28,69.1,61.39,74.97,2464,2565,66,96.06,cool,Nov,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmax,12,65,58.42,55.8,61.09,52.58,63.87,2459,2556,65,96.21,cool,Dec,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmin,1,65,33.11,30.82,35.16,28.04,41.81,2434,2565,65,94.89,cool,Jan,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmin,2,65,36.47,34.26,39.29,31.97,49.2,2399,2572,65,93.27,cool,Feb,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmin,3,66,43.11,41.19,45.08,38.63,51.7,2463,2576,66,95.61,cool,Mar,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmin,4,66,49.87,47.92,51.17,41.5,59.2,2445,2578,66,94.84,cool,Apr,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmin,5,66,58.64,57.31,60.0,54.26,67.41,2466,2578,66,95.66,shoulder,May,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmin,6,66,66.44,64.87,67.41,62.71,72.66,2453,2571,66,95.41,warm,Jun,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmin,7,66,69.8,68.74,70.59,64.29,74.76,2467,2564,66,96.22,warm,Jul,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmin,8,66,69.05,67.51,69.85,61.1,74.68,2479,2558,66,96.91,warm,Aug,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmin,9,66,63.46,61.3,64.58,55.6,70.69,2450,2554,66,95.93,warm,Sep,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmin,10,66,51.57,49.32,53.11,44.59,60.63,2454,2557,66,95.97,shoulder,Oct,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmin,11,66,41.74,39.85,43.72,36.38,50.92,2421,2565,66,94.39,cool,Nov,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
AL,Tmin,12,65,36.06,34.05,38.32,30.81,44.89,2429,2555,65,95.07,cool,Dec,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tavg,1,66,56.42,52.08,61.01,49.69,69.14,2691,2807,66,95.87,cool,Jan,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tavg,2,66,59.54,55.87,64.1,53.66,71.23,2635,2803,66,94.01,cool,Feb,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tavg,3,66,64.12,61.52,67.75,59.95,73.42,2713,2804,66,96.75,cool,Mar,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tavg,4,66,69.48,67.44,72.04,65.63,76.85,2706,2803,66,96.54,cool,Apr,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tavg,5,66,75.57,74.41,77.02,73.3,80.3,2714,2797,66,97.03,shoulder,May,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tavg,6,66,80.43,79.92,81.08,77.59,83.14,2710,2801,66,96.75,warm,Jun,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tavg,7,66,81.98,81.68,82.68,79.59,84.44,2694,2796,66,96.35,warm,Jul,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tavg,8,66,81.98,81.59,82.6,79.54,84.62,2712,2799,66,96.89,warm,Aug,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tavg,9,66,79.58,78.37,81.02,76.44,83.32,2671,2788,66,95.8,warm,Sep,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tavg,10,66,73.01,69.95,75.9,67.67,80.25,2694,2802,66,96.15,shoulder,Oct,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tavg,11,66,65.4,61.14,68.98,58.35,75.66,2682,2807,66,95.55,cool,Nov,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tavg,12,66,59.39,55.32,63.88,51.73,71.75,2676,2797,66,95.67,cool,Dec,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmax,1,66,67.52,64.18,72.83,61.58,76.34,2728,2807,66,97.19,cool,Jan,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmax,2,66,71.56,68.26,75.69,65.08,79.12,2690,2803,66,95.97,cool,Feb,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmax,3,66,76.67,74.39,79.03,70.89,81.57,2738,2804,66,97.65,cool,Mar,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmax,4,66,81.46,80.23,83.24,76.61,85.35,2723,2804,66,97.11,cool,Apr,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmax,5,66,86.86,85.86,88.21,82.8,89.75,2728,2798,66,97.5,shoulder,May,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmax,6,66,90.51,89.47,90.99,87.57,92.41,2722,2801,66,97.18,warm,Jun,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmax,7,66,91.66,90.67,92.12,89.45,93.5,2708,2800,66,96.71,warm,Jul,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmax,8,66,91.35,90.66,91.86,89.07,92.77,2720,2801,66,97.11,warm,Aug,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmax,9,66,88.91,88.01,89.7,85.16,90.85,2685,2790,66,96.24,warm,Sep,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmax,10,66,83.25,81.41,85.24,78.86,87.49,2711,2803,66,96.72,shoulder,Oct,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmax,11,66,76.03,73.42,79.54,71.2,82.49,2710,2807,66,96.54,cool,Nov,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmax,12,66,69.96,66.94,75.01,63.67,78.6,2708,2797,66,96.82,cool,Dec,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmin,1,66,44.68,40.11,49.89,37.42,62.91,2707,2807,66,96.44,cool,Jan,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmin,2,66,48.13,43.9,52.93,41.18,65.07,2659,2803,66,94.86,cool,Feb,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmin,3,66,52.3,49.15,56.46,44.98,67.32,2718,2806,66,96.86,cool,Mar,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmin,4,66,57.79,54.61,60.64,52.33,70.92,2712,2805,66,96.68,cool,Apr,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmin,5,66,63.97,62.13,66.26,60.14,74.64,2716,2797,66,97.1,shoulder,May,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmin,6,66,70.71,69.31,71.88,66.82,77.69,2715,2801,66,96.93,warm,Jun,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmin,7,66,72.69,71.65,73.6,68.71,78.82,2699,2798,66,96.46,warm,Jul,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmin,8,66,72.67,71.81,73.94,69.02,78.88,2716,2799,66,97.03,warm,Aug,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmin,9,66,70.72,68.27,72.64,65.76,77.75,2680,2791,66,96.02,warm,Sep,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmin,10,66,63.13,58.0,66.48,54.83,75.03,2700,2802,66,96.36,shoulder,Oct,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmin,11,66,54.6,48.52,58.85,45.4,70.38,2693,2807,66,95.94,cool,Nov,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
FL,Tmin,12,66,48.48,43.33,53.53,39.19,66.15,2685,2797,66,96.0,cool,Dec,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tavg,1,59,48.96,46.35,51.46,41.9,54.25,2199,2246,59,97.91,cool,Jan,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tavg,2,59,52.94,50.19,55.05,47.05,58.22,2169,2250,59,96.4,cool,Feb,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tavg,3,59,60.0,58.14,61.87,55.93,64.47,2207,2247,59,98.22,cool,Mar,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tavg,4,59,66.52,65.23,67.91,63.17,70.78,2192,2243,59,97.73,cool,Apr,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tavg,5,59,74.24,73.01,75.26,71.14,77.88,2200,2247,59,97.91,shoulder,May,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tavg,6,60,80.2,79.67,80.75,78.32,83.5,2194,2242,60,97.86,warm,Jun,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tavg,7,59,82.45,82.08,82.76,80.92,85.55,2202,2249,59,97.91,warm,Jul,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tavg,8,59,82.46,82.03,82.79,80.82,84.73,2205,2249,59,98.04,warm,Aug,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tavg,9,59,77.49,76.78,78.49,75.41,81.09,2197,2253,59,97.51,warm,Sep,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tavg,10,60,67.82,66.37,69.61,62.78,72.88,2214,2250,60,98.4,shoulder,Oct,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tavg,11,59,58.38,56.41,60.36,54.34,63.69,2194,2247,59,97.64,cool,Nov,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tavg,12,60,51.52,49.07,54.03,46.03,57.21,2180,2239,60,97.36,cool,Dec,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmax,1,59,59.87,57.28,61.69,51.89,62.94,2213,2246,59,98.53,cool,Jan,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmax,2,59,63.6,60.96,65.22,57.23,66.78,2194,2251,59,97.47,cool,Feb,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmax,3,59,70.91,69.75,72.17,66.8,74.0,2221,2250,59,98.71,cool,Mar,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmax,4,59,77.71,76.7,78.14,75.07,80.28,2206,2244,59,98.31,cool,Apr,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmax,5,59,84.38,83.52,84.85,82.38,86.07,2208,2249,59,98.18,shoulder,May,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmax,6,60,89.84,89.35,90.39,87.82,93.4,2200,2242,60,98.13,warm,Jun,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmax,7,59,92.04,91.21,92.8,89.54,95.22,2209,2249,59,98.22,warm,Jul,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmax,8,59,92.5,91.43,93.33,89.59,94.38,2210,2249,59,98.27,warm,Aug,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmax,9,59,88.04,87.85,88.54,86.42,90.53,2204,2254,59,97.78,warm,Sep,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmax,10,60,79.93,78.87,80.57,76.75,82.56,2217,2250,60,98.53,shoulder,Oct,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmax,11,59,70.24,68.23,71.38,66.12,73.55,2205,2247,59,98.13,cool,Nov,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmax,12,60,62.58,59.65,64.33,56.22,66.36,2191,2239,60,97.86,cool,Dec,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmin,1,59,38.31,35.7,41.12,31.96,46.0,2205,2246,59,98.17,cool,Jan,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmin,2,59,41.76,39.1,44.74,36.17,49.95,2178,2250,59,96.8,cool,Feb,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmin,3,59,48.64,46.44,51.23,43.46,55.91,2209,2247,59,98.31,cool,Mar,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmin,4,59,55.24,53.63,57.87,50.62,62.24,2197,2243,59,97.95,cool,Apr,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmin,5,59,63.79,62.28,65.69,59.9,69.77,2204,2247,59,98.09,shoulder,May,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmin,6,60,70.42,69.35,71.87,67.39,75.22,2197,2242,60,97.99,warm,Jun,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmin,7,59,72.85,71.87,73.62,70.72,77.04,2205,2249,59,98.04,warm,Jul,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmin,8,59,72.25,71.2,73.11,70.01,77.24,2208,2249,59,98.18,warm,Aug,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmin,9,59,66.52,65.26,68.7,63.24,73.78,2200,2253,59,97.65,warm,Sep,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmin,10,60,55.65,53.74,58.4,49.1,64.85,2215,2250,60,98.44,shoulder,Oct,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmin,11,59,46.48,44.78,49.58,42.2,55.5,2200,2248,59,97.86,cool,Nov,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
LA,Tmin,12,60,40.42,38.31,43.69,33.82,49.21,2185,2239,60,97.59,cool,Dec,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tavg,1,73,44.0,41.56,46.97,38.13,51.31,2766,2962,73,93.38,cool,Jan,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tavg,2,73,48.05,45.37,50.83,41.58,55.13,2654,2952,73,89.91,cool,Feb,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tavg,3,73,56.12,53.76,58.13,49.68,61.32,2798,2965,73,94.37,cool,Mar,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tavg,4,73,63.47,62.17,64.99,58.1,67.61,2770,2954,73,93.77,cool,Apr,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tavg,5,73,71.46,70.32,72.84,66.77,75.01,2843,2968,73,95.79,shoulder,May,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tavg,6,73,78.33,77.47,79.38,73.85,80.5,2820,2965,73,95.11,warm,Jun,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tavg,7,73,81.08,80.33,81.75,77.76,82.46,2829,2963,73,95.48,warm,Jul,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tavg,8,73,80.68,79.7,81.26,77.36,82.25,2835,2951,73,96.07,warm,Aug,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tavg,9,73,75.09,74.03,76.38,70.31,78.56,2796,2952,73,94.72,warm,Sep,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tavg,10,73,64.4,63.1,65.95,59.01,69.84,2796,2944,73,94.97,shoulder,Oct,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tavg,11,73,54.43,52.67,56.25,49.62,60.49,2736,2958,73,92.49,cool,Nov,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tavg,12,73,46.97,44.62,49.37,40.39,54.26,2746,2951,73,93.05,cool,Dec,Average daily temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmax,1,73,55.25,51.73,58.29,48.45,61.41,2852,2962,73,96.29,cool,Jan,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmax,2,73,59.62,56.63,62.74,52.54,65.79,2783,2952,73,94.28,cool,Feb,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmax,3,73,68.31,65.83,70.38,62.28,72.66,2854,2966,73,96.22,cool,Mar,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmax,4,73,75.71,74.05,77.01,71.55,78.81,2835,2955,73,95.94,cool,Apr,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmax,5,73,82.78,81.55,83.81,78.91,85.83,2877,2969,73,96.9,shoulder,May,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmax,6,73,89.0,88.41,89.86,85.78,91.18,2834,2966,73,95.55,warm,Jun,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmax,7,73,91.41,90.84,92.01,89.25,93.18,2844,2964,73,95.95,warm,Jul,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmax,8,73,91.39,90.78,92.02,88.82,93.17,2853,2952,73,96.65,warm,Aug,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmax,9,73,86.99,85.86,87.62,83.37,89.13,2832,2953,73,95.9,warm,Sep,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmax,10,73,77.42,75.78,78.87,72.28,80.85,2844,2945,73,96.57,shoulder,Oct,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmax,11,73,66.81,64.73,68.71,61.4,71.21,2826,2958,73,95.54,cool,Nov,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmax,12,73,57.96,55.12,60.83,51.09,64.22,2824,2951,73,95.7,cool,Dec,Average daily high temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmin,1,73,33.58,31.55,35.39,27.01,41.77,2813,2962,73,94.97,cool,Jan,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmin,2,73,36.68,34.49,39.21,29.55,45.75,2720,2952,73,92.14,cool,Feb,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmin,3,73,43.9,42.48,45.89,36.71,51.77,2831,2965,73,95.48,cool,Mar,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmin,4,73,50.96,49.78,52.91,44.19,58.28,2802,2954,73,94.85,cool,Apr,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmin,5,73,59.98,58.64,61.8,54.42,66.23,2854,2968,73,96.16,shoulder,May,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmin,6,73,67.38,66.26,68.74,61.98,72.1,2824,2965,73,95.24,warm,Jun,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmin,7,73,70.91,69.7,71.51,66.3,74.05,2838,2964,73,95.75,warm,Jul,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmin,8,73,69.91,68.53,70.61,65.1,73.8,2849,2951,73,96.54,warm,Aug,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmin,9,73,63.47,61.92,65.13,56.93,69.76,2814,2953,73,95.29,warm,Sep,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmin,10,73,51.55,49.88,53.05,44.72,59.78,2811,2945,73,95.45,shoulder,Oct,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmin,11,73,42.21,40.75,43.74,36.3,50.36,2767,2958,73,93.54,cool,Nov,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
MS,Tmin,12,73,36.36,34.37,38.31,29.04,44.96,2788,2951,73,94.48,cool,Dec,Average daily low temperature,25,"county; each county contributes one value per month, averaged over its qualifying monthly county-level summaries"
