sample,state,state_name,variable,variable_label,period,period_note,contributing_counties,annual_observations_per_county_per_period,median_across_counties_f,p25_across_counties_f,p75_across_counties_f,iqr_across_counties_f,min_across_counties_f,max_across_counties_f,median_ci_low_f,median_ci_high_f,difference_of_medians_vs_base_f,difference_ci_low_f,difference_ci_high_f,median_paired_county_difference_f,paired_difference_ci_low_f,paired_difference_ci_high_f,base_period,bootstrap_resamples,bootstrap_unit,aggregation,interpretation
consistent_county,FL,Florida,Tmin,Average daily low temperature,2020-2025,six-year recent period,34,6,64.804,61.975,66.286,4.311,58.092,74.341,62.434,65.421,3.356,1.861,3.961,3.011,2.506,3.518,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tavg,Average daily temperature,1980-1989,,26,10,66.36,64.584,67.484,2.9,63.067,69.703,64.988,67.229,0.0,0.0,0.0,0.0,0.0,0.0,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tavg,Average daily temperature,1990-1999,,26,10,67.095,65.277,68.155,2.879,63.995,70.936,65.647,67.893,0.735,0.469,0.971,0.746,0.569,0.839,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tavg,Average daily temperature,2000-2009,,26,10,67.549,65.977,68.371,2.394,63.496,71.526,66.316,68.21,1.189,0.446,1.493,1.076,0.791,1.347,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tavg,Average daily temperature,2010-2019,,26,10,67.642,66.574,68.861,2.287,64.326,71.647,67.16,68.553,1.282,0.89,2.242,1.643,1.272,1.998,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tavg,Average daily temperature,2020-2025,six-year recent period,26,6,68.896,67.834,69.824,1.989,65.139,72.433,67.86,69.628,2.536,2.002,3.506,2.641,2.186,3.194,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tmax,Average daily high temperature,1980-1989,,26,10,77.212,76.019,77.537,1.517,74.742,78.676,76.484,77.488,0.0,0.0,0.0,0.0,0.0,0.0,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tmax,Average daily high temperature,1990-1999,,26,10,77.47,76.689,78.1,1.411,75.227,79.083,76.768,77.938,0.258,-0.327,0.643,0.425,0.222,0.736,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tmax,Average daily high temperature,2000-2009,,26,10,77.913,77.022,78.426,1.404,75.259,79.331,77.409,78.358,0.702,0.375,1.181,0.763,0.517,1.007,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tmax,Average daily high temperature,2010-2019,,26,10,78.086,77.45,78.651,1.2,76.549,79.184,77.77,78.573,0.875,0.673,1.456,1.246,0.789,1.578,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tmax,Average daily high temperature,2020-2025,six-year recent period,26,6,79.297,78.46,79.896,1.436,77.146,81.035,78.868,79.775,2.085,1.791,2.639,2.28,1.582,2.572,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tmin,Average daily low temperature,1980-1989,,26,10,55.63,53.099,57.313,4.214,51.341,60.732,53.542,56.891,0.0,0.0,0.0,0.0,0.0,0.0,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tmin,Average daily low temperature,1990-1999,,26,10,56.784,54.088,58.523,4.434,52.816,62.781,54.576,58.025,1.154,0.63,1.45,1.163,0.813,1.378,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tmin,Average daily low temperature,2000-2009,,26,10,56.959,54.935,58.373,3.438,51.73,63.724,55.154,57.882,1.33,0.307,1.727,1.356,0.918,1.615,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tmin,Average daily low temperature,2010-2019,,26,10,57.018,55.845,58.99,3.145,52.105,64.242,56.355,58.635,1.389,1.218,3.078,2.006,1.486,2.565,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,LA,Louisiana,Tmin,Average daily low temperature,2020-2025,six-year recent period,26,6,58.468,56.824,59.961,3.137,53.131,65.049,57.053,59.885,2.838,2.037,4.128,3.111,2.53,3.738,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tavg,Average daily temperature,1980-1989,,18,10,63.955,62.059,65.121,3.061,59.111,67.822,62.262,65.105,0.0,0.0,0.0,0.0,0.0,0.0,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tavg,Average daily temperature,1990-1999,,18,10,65.017,62.783,65.87,3.087,60.205,67.951,63.111,65.744,1.062,0.365,1.538,0.699,0.423,1.135,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tavg,Average daily temperature,2000-2009,,18,10,64.806,62.668,66.258,3.59,60.285,68.255,62.926,66.11,0.851,0.209,1.571,0.878,0.441,1.185,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tavg,Average daily temperature,2010-2019,,18,10,65.027,63.358,66.879,3.521,60.748,68.187,63.881,66.679,1.072,1.038,2.022,1.443,1.067,1.756,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tavg,Average daily temperature,2020-2025,six-year recent period,18,6,66.453,64.496,67.484,2.988,61.651,70.027,64.668,67.402,2.498,1.883,2.992,2.591,2.126,2.758,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tmax,Average daily high temperature,1980-1989,,25,10,76.045,73.614,76.785,3.171,70.363,77.905,73.711,76.762,0.0,0.0,0.0,0.0,0.0,0.0,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tmax,Average daily high temperature,1990-1999,,25,10,75.958,73.831,76.978,3.147,71.757,78.2,73.847,76.891,-0.087,-0.424,2.027,0.19,-0.035,0.952,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tmax,Average daily high temperature,2000-2009,,25,10,76.665,74.098,77.474,3.376,72.488,79.167,74.626,77.391,0.62,-0.035,2.549,0.915,0.336,1.489,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tmax,Average daily high temperature,2010-2019,,25,10,76.869,74.868,77.677,2.809,72.357,79.577,74.978,77.538,0.825,0.477,2.183,1.078,0.653,1.609,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tmax,Average daily high temperature,2020-2025,six-year recent period,25,6,77.902,75.843,78.647,2.803,72.799,80.665,76.119,78.445,1.858,1.217,3.599,2.171,1.547,2.443,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tmin,Average daily low temperature,1980-1989,,18,10,52.322,50.913,53.503,2.59,47.686,58.394,51.121,53.482,0.0,0.0,0.0,0.0,0.0,0.0,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tmin,Average daily low temperature,1990-1999,,18,10,53.37,51.654,54.727,3.073,48.797,58.925,51.828,54.649,1.047,0.468,1.851,1.009,0.753,1.248,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tmin,Average daily low temperature,2000-2009,,18,10,53.189,50.829,54.946,4.117,47.969,59.038,51.352,54.8,0.867,-0.033,1.474,0.937,0.342,1.383,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tmin,Average daily low temperature,2010-2019,,18,10,53.708,51.908,55.703,3.795,49.139,59.131,52.062,55.542,1.386,0.532,2.386,1.718,1.263,2.217,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,MS,Mississippi,Tmin,Average daily low temperature,2020-2025,six-year recent period,18,6,54.915,53.105,56.624,3.519,50.193,61.407,53.577,56.586,2.593,2.109,3.688,2.858,2.27,3.142,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tavg,Average daily temperature,1980-1989,,128,10,64.821,63.065,67.283,4.217,55.846,74.025,64.395,65.502,0.0,0.0,0.0,0.0,0.0,0.0,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tavg,Average daily temperature,1990-1999,,128,10,65.564,63.33,68.097,4.767,54.908,75.088,64.794,66.037,0.743,0.181,0.878,0.608,0.518,0.68,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tavg,Average daily temperature,2000-2009,,128,10,65.533,63.697,68.253,4.557,55.62,75.225,64.884,66.414,0.713,0.245,1.264,0.921,0.716,1.119,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tavg,Average daily temperature,2010-2019,,128,10,66.058,64.413,68.768,4.355,56.86,76.045,65.471,66.875,1.238,0.743,1.568,1.37,1.166,1.533,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tavg,Average daily temperature,2020-2025,six-year recent period,128,6,66.918,65.297,70.284,4.988,57.45,76.829,66.429,67.743,2.097,1.597,2.535,2.497,2.267,2.723,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tmax,Average daily high temperature,1980-1989,,140,10,77.225,75.142,79.01,3.868,70.173,85.187,76.56,77.576,0.0,0.0,0.0,0.0,0.0,0.0,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tmax,Average daily high temperature,1990-1999,,140,10,77.44,75.489,79.341,3.852,69.622,87.238,77.085,77.985,0.216,-0.013,0.645,0.365,0.26,0.557,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tmax,Average daily high temperature,2000-2009,,140,10,77.898,75.874,79.501,3.627,70.423,87.206,77.146,78.231,0.673,0.198,0.933,0.774,0.589,0.886,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tmax,Average daily high temperature,2010-2019,,140,10,78.285,76.512,80.203,3.691,72.12,88.766,77.729,78.627,1.06,0.662,1.344,1.291,1.126,1.418,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tmax,Average daily high temperature,2020-2025,six-year recent period,140,6,79.161,77.242,81.469,4.227,73.154,89.478,78.658,79.843,1.936,1.533,2.484,2.28,2.147,2.439,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tmin,Average daily low temperature,1980-1989,,135,10,52.908,49.92,56.227,6.307,41.071,65.16,51.695,53.49,0.0,0.0,0.0,0.0,0.0,0.0,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tmin,Average daily low temperature,1990-1999,,135,10,53.619,50.56,57.261,6.701,40.09,66.042,52.623,54.395,0.712,0.367,1.389,0.783,0.631,0.965,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tmin,Average daily low temperature,2000-2009,,135,10,53.77,51.086,57.034,5.949,40.816,66.332,52.675,55.07,0.862,0.495,1.693,1.064,0.875,1.352,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tmin,Average daily low temperature,2010-2019,,135,10,54.681,51.362,57.759,6.397,41.386,66.391,53.309,55.362,1.773,1.169,2.473,1.737,1.414,1.859,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
consistent_county,TX,Texas,Tmin,Average daily low temperature,2020-2025,six-year recent period,135,6,55.423,52.194,59.057,6.863,41.71,67.145,54.711,56.505,2.515,2.054,3.414,2.658,2.446,2.901,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
strict_balanced,AL,Alabama,Tavg,Average daily temperature,1980-1989,,30,6,62.962,61.408,64.751,3.343,57.82,67.386,62.472,64.208,0.0,0.0,0.0,0.0,0.0,0.0,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
strict_balanced,AL,Alabama,Tavg,Average daily temperature,1990-1999,,30,6,62.68,61.47,64.119,2.65,57.821,66.92,62.019,63.741,-0.282,-1.015,0.101,-0.47,-0.747,-0.36,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
strict_balanced,AL,Alabama,Tavg,Average daily temperature,2000-2009,,30,6,63.356,61.777,65.273,3.497,59.716,67.921,62.975,64.56,0.394,-0.413,1.129,0.536,0.337,0.89,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
strict_balanced,AL,Alabama,Tavg,Average daily temperature,2010-2019,,30,6,64.01,62.031,65.757,3.726,60.268,68.697,63.347,65.325,1.048,0.369,1.828,1.078,0.903,1.384,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
strict_balanced,AL,Alabama,Tavg,Average daily temperature,2020-2025,six-year recent period,30,6,65.011,62.6,66.572,3.972,60.398,70.067,63.738,65.934,2.049,1.087,2.536,1.846,1.389,2.089,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
strict_balanced,AL,Alabama,Tmax,Average daily high temperature,1980-1989,,35,6,74.689,72.674,76.517,3.843,69.948,77.938,73.377,76.049,0.0,0.0,0.0,0.0,0.0,0.0,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
strict_balanced,AL,Alabama,Tmax,Average daily high temperature,1990-1999,,35,6,73.846,72.374,75.35,2.976,68.857,77.33,72.948,74.609,-0.843,-1.417,0.077,-0.937,-1.131,-0.608,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
strict_balanced,AL,Alabama,Tmax,Average daily high temperature,2000-2009,,35,6,75.407,73.307,76.842,3.535,70.983,78.983,73.963,76.169,0.718,-0.116,1.499,0.53,0.295,0.667,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
strict_balanced,AL,Alabama,Tmax,Average daily high temperature,2010-2019,,35,6,75.301,72.906,76.997,4.091,71.059,79.44,74.224,76.403,0.612,-0.059,1.619,0.822,0.486,1.111,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
strict_balanced,AL,Alabama,Tmax,Average daily high temperature,2020-2025,six-year recent period,35,6,75.859,73.504,78.028,4.524,71.376,80.756,74.442,77.289,1.17,0.608,2.091,1.204,0.888,1.428,1980-1989,2000,county,daily -> annual county value -> county period mean -> state median across counties,a difference between two period summaries; NOT a trend estimate and NOT a causal statement
