construct_id,construct_family,county_fips,county_name,year,annual_event_count,annual_classified_day_count,longest_event_duration_days,first_event_start_date,last_event_end_date,imputed_classified_day_count,valid_daily_observation_count,annual_classification_rate_per_1000,HWN_annual_event_count,HWF_annual_days_in_events,HWD_longest_event_duration_days
ABS_TX_A80_D2,absolute,48007,Aransas,2022,12,212,130,2022-03-24,2022-12-08,0,365,580.822,12,212,130
ABS_TX_A80_D2,absolute,48007,Aransas,2023,10,215,165,2023-02-27,2023-11-09,0,365,589.041,10,215,165
ABS_TX_A80_D2,absolute,48007,Aransas,2024,10,234,152,2024-03-30,2024-12-29,0,366,639.344,10,234,152
ABS_TX_A80_D2,absolute,48007,Aransas,2025,10,247,202,2025-02-05,2025-12-28,0,365,676.712,10,247,202
ABS_TX_A80_D2,absolute,48009,Archer,2015,10,170,124,2015-03-24,2015-10-21,170,365,465.753,10,170,124
ABS_TX_A80_D2,absolute,48009,Archer,2016,12,178,75,2016-02-19,2016-11-17,35,366,486.339,12,178,75
ABS_TX_A80_D2,absolute,48009,Archer,2017,13,184,115,2017-02-07,2017-11-05,77,365,504.11,13,184,115
ABS_TX_A80_D2,absolute,48009,Archer,2018,9,165,125,2018-03-23,2018-10-30,165,365,452.055,9,165,125
ABS_TX_A80_D2,absolute,48009,Archer,2019,8,165,147,2019-04-09,2019-10-21,165,365,452.055,8,165,147
ABS_TX_A80_D2,absolute,48009,Archer,2020,11,170,105,2020-03-25,2020-10-22,170,366,464.481,11,170,105
ABS_TX_A80_D2,absolute,48009,Archer,2021,9,167,134,2021-04-06,2021-12-26,167,365,457.534,9,167,134
ABS_TX_A80_D2,absolute,48009,Archer,2022,11,187,126,2022-03-26,2022-10-24,187,365,512.329,11,187,126
ABS_TX_A80_D2,absolute,48009,Archer,2023,12,179,114,2023-02-21,2023-11-08,179,365,490.411,12,179,114
ABS_TX_A80_D2,absolute,48009,Archer,2024,11,190,108,2024-02-25,2024-10-30,190,366,519.126,11,190,108
ABS_TX_A80_D2,absolute,48009,Archer,2025,13,208,166,2025-03-11,2025-12-27,208,365,569.863,13,208,166
ABS_TX_A80_D2,absolute,48011,Armstrong,2015,9,143,42,2015-03-29,2015-10-16,143,365,391.781,9,143,42
ABS_TX_A80_D2,absolute,48011,Armstrong,2016,15,161,78,2016-04-05,2016-11-17,161,366,439.891,15,161,78
ABS_TX_A80_D2,absolute,48011,Armstrong,2017,15,151,43,2017-02-11,2017-10-19,151,365,413.699,15,151,43
ABS_TX_A80_D2,absolute,48011,Armstrong,2018,9,158,109,2018-03-23,2018-10-06,158,365,432.877,9,158,109
ABS_TX_A80_D2,absolute,48011,Armstrong,2019,12,149,114,2019-04-09,2019-10-19,149,365,408.219,12,149,114
ABS_TX_A80_D2,absolute,48011,Armstrong,2020,12,164,105,2020-03-26,2020-11-06,164,366,448.087,12,164,105
ABS_TX_A80_D2,absolute,48011,Armstrong,2021,14,155,84,2021-04-06,2021-11-17,155,365,424.658,14,155,84
ABS_TX_A80_D2,absolute,48011,Armstrong,2022,11,167,79,2022-03-26,2022-10-24,167,365,457.534,11,167,79
ABS_TX_A80_D2,absolute,48011,Armstrong,2023,13,162,91,2023-04-03,2023-11-08,162,365,443.836,13,162,91
ABS_TX_A80_D2,absolute,48011,Armstrong,2024,12,176,83,2024-02-26,2024-10-30,176,366,480.874,12,176,83
ABS_TX_A80_D2,absolute,48011,Armstrong,2025,18,177,88,2025-02-03,2025-12-26,177,365,484.932,18,177,88
ABS_TX_A80_D2,absolute,48013,Atascosa,2015,10,208,164,2015-02-09,2015-12-11,0,365,569.863,10,208,164
ABS_TX_A80_D2,absolute,48013,Atascosa,2016,15,231,129,2016-01-31,2016-12-27,0,366,631.148,15,231,129
ABS_TX_A80_D2,absolute,48013,Atascosa,2017,18,253,125,2017-01-10,2017-12-04,0,365,693.151,18,253,125
ABS_TX_A80_D2,absolute,48013,Atascosa,2018,11,212,135,2018-02-19,2018-11-07,0,365,580.822,11,212,135
ABS_TX_A80_D2,absolute,48013,Atascosa,2019,11,205,153,2019-03-09,2019-11-21,0,365,561.644,11,205,153
ABS_TX_A80_D2,absolute,48013,Atascosa,2020,9,229,190,2020-01-15,2020-12-10,0,366,625.683,9,229,190
ABS_TX_A80_D2,absolute,48013,Atascosa,2021,14,239,168,2021-03-05,2022-01-01,0,365,654.795,14,239,168
ABS_TX_A80_D2,absolute,48013,Atascosa,2022,8,235,173,2022-03-04,2022-12-10,0,365,643.836,8,235,173
ABS_TX_A80_D2,absolute,48013,Atascosa,2023,12,232,139,2023-01-01,2023-11-09,0,365,635.616,12,232,139
ABS_TX_A80_D2,absolute,48013,Atascosa,2024,10,253,195,2024-02-21,2024-12-31,2,366,691.257,10,253,195
ABS_TX_A80_D2,absolute,48013,Atascosa,2025,11,261,204,2025-02-03,2025-12-28,0,365,715.068,11,261,204
ABS_TX_A80_D2,absolute,48015,Austin,2015,16,201,62,2015-03-18,2015-12-27,23,365,550.685,16,201,62
ABS_TX_A80_D2,absolute,48015,Austin,2016,12,197,79,2016-03-14,2016-11-19,14,366,538.251,12,197,79
ABS_TX_A80_D2,absolute,48015,Austin,2017,21,227,95,2017-01-12,2017-11-19,32,365,621.918,21,227,95
ABS_TX_A80_D2,absolute,48015,Austin,2018,14,188,128,2018-02-28,2018-11-08,43,365,515.068,14,188,128
ABS_TX_A80_D2,absolute,48015,Austin,2019,10,190,151,2019-03-25,2019-11-07,70,365,520.548,10,190,151
ABS_TX_A80_D2,absolute,48015,Austin,2020,16,194,107,2020-03-12,2020-11-13,51,366,530.055,16,194,107
ABS_TX_A80_D2,absolute,48015,Austin,2021,15,192,114,2021-03-13,2021-12-11,55,365,526.027,15,192,114
ABS_TX_A80_D2,absolute,48015,Austin,2022,13,211,143,2022-01-01,2022-12-09,40,365,578.082,13,211,143
ABS_TX_A80_D2,absolute,48015,Austin,2023,14,197,137,2023-02-22,2023-11-09,60,365,539.726,14,197,137
ABS_TX_A80_D2,absolute,48015,Austin,2024,12,220,157,2024-02-25,2024-11-26,114,366,601.093,12,220,157
ABS_TX_A80_D2,absolute,48015,Austin,2025,16,242,137,2025-02-03,2025-12-28,114,365,663.014,16,242,137
ABS_TX_A80_D2,absolute,48017,Bailey,2015,10,137,42,2015-03-23,2015-10-16,0,365,375.342,10,137,42
ABS_TX_A80_D2,absolute,48017,Bailey,2016,13,147,78,2016-02-18,2016-10-30,0,366,401.639,13,147,78
ABS_TX_A80_D2,absolute,48017,Bailey,2017,12,148,81,2017-03-17,2017-11-05,0,365,405.479,12,148,81
ABS_TX_A80_D2,absolute,48017,Bailey,2018,10,152,82,2018-03-23,2018-10-06,0,365,416.438,10,152,82
ABS_TX_A80_D2,absolute,48017,Bailey,2019,12,145,101,2019-03-28,2019-10-01,0,365,397.26,12,145,101
ABS_TX_A80_D2,absolute,48017,Bailey,2020,13,167,105,2020-03-26,2020-11-06,0,366,456.284,13,167,105
ABS_TX_A80_D2,absolute,48017,Bailey,2021,16,156,41,2021-04-05,2021-11-08,0,365,427.397,16,156,41
ABS_TX_A80_D2,absolute,48017,Bailey,2022,14,160,78,2022-03-26,2022-10-22,0,365,438.356,14,160,78
ABS_TX_A80_D2,absolute,48017,Bailey,2023,13,152,90,2023-04-03,2023-11-08,0,365,416.438,13,152,90
ABS_TX_A80_D2,absolute,48017,Bailey,2024,14,177,70,2024-02-26,2024-10-30,0,366,483.607,14,177,70
ABS_TX_A80_D2,absolute,48017,Bailey,2025,18,170,64,2025-02-06,2025-12-25,0,365,465.753,18,170,64
ABS_TX_A80_D2,absolute,48019,Bandera,2015,13,195,151,2015-01-28,2015-11-04,1,365,534.247,13,195,151
ABS_TX_A80_D2,absolute,48019,Bandera,2016,18,214,87,2016-01-31,2016-11-18,0,366,584.699,18,214,87
ABS_TX_A80_D2,absolute,48019,Bandera,2017,23,211,117,2017-01-21,2017-11-19,0,365,578.082,23,211,117
ABS_TX_A80_D2,absolute,48019,Bandera,2018,16,191,126,2018-03-05,2018-11-08,0,365,523.288,16,191,126
ABS_TX_A80_D2,absolute,48019,Bandera,2019,14,189,121,2019-03-09,2019-12-16,0,365,517.808,14,189,121
ABS_TX_A80_D2,absolute,48019,Bandera,2020,9,198,144,2020-03-12,2020-11-09,2,366,540.984,9,198,144
ABS_TX_A80_D2,absolute,48019,Bandera,2021,14,187,98,2021-03-16,2021-12-31,0,365,512.329,14,187,98
ABS_TX_A80_D2,absolute,48019,Bandera,2022,9,212,109,2022-02-22,2022-11-11,0,365,580.822,9,212,109
ABS_TX_A80_D2,absolute,48019,Bandera,2023,17,211,136,2023-02-21,2023-11-09,0,365,578.082,17,211,136
ABS_TX_A80_D2,absolute,48019,Bandera,2024,10,215,164,2024-02-26,2024-11-13,202,366,587.432,10,215,164
ABS_TX_A80_D2,absolute,48019,Bandera,2025,15,246,176,2025-02-03,2025-12-27,246,365,673.973,15,246,176
ABS_TX_A80_D2,absolute,48021,Bastrop,2015,10,196,154,2015-03-29,2015-11-06,0,365,536.986,10,196,154
ABS_TX_A80_D2,absolute,48021,Bastrop,2016,10,194,121,2016-03-14,2016-11-17,0,366,530.055,10,194,121
ABS_TX_A80_D2,absolute,48021,Bastrop,2017,14,209,96,2017-02-07,2017-11-18,0,365,572.603,14,209,96
ABS_TX_A80_D2,absolute,48021,Bastrop,2018,14,182,81,2018-03-05,2018-10-31,0,365,498.63,14,182,81
ABS_TX_A80_D2,absolute,48021,Bastrop,2019,9,184,151,2019-03-09,2019-11-06,0,365,504.11,9,184,151
ABS_TX_A80_D2,absolute,48021,Bastrop,2020,14,204,106,2020-03-11,2020-11-21,0,366,557.377,14,204,106
ABS_TX_A80_D2,absolute,48021,Bastrop,2021,14,194,132,2021-03-15,2021-12-31,0,365,531.507,14,194,132
ABS_TX_A80_D2,absolute,48021,Bastrop,2022,10,213,173,2022-02-21,2022-12-08,0,365,583.562,10,213,173
ABS_TX_A80_D2,absolute,48021,Bastrop,2023,18,208,138,2023-02-14,2023-11-08,0,365,569.863,18,208,138
ABS_TX_A80_D2,absolute,48021,Bastrop,2024,14,224,155,2024-02-24,2024-12-17,0,366,612.022,14,224,155
ABS_TX_A80_D2,absolute,48021,Bastrop,2025,18,239,63,2025-02-03,2025-12-28,0,365,654.795,18,239,63
ABS_TX_A80_D2,absolute,48023,Baylor,2015,9,169,132,2015-03-24,2015-10-21,0,365,463.014,9,169,132
ABS_TX_A80_D2,absolute,48023,Baylor,2016,12,182,114,2016-02-18,2016-11-17,0,366,497.268,12,182,114
ABS_TX_A80_D2,absolute,48023,Baylor,2017,11,178,125,2017-02-22,2017-10-21,0,365,487.671,11,178,125
ABS_TX_A80_D2,absolute,48023,Baylor,2018,7,160,130,2018-03-23,2018-10-07,0,365,438.356,7,160,130
ABS_TX_A80_D2,absolute,48023,Baylor,2019,8,168,147,2019-04-09,2019-10-21,0,365,460.274,8,168,147
ABS_TX_A80_D2,absolute,48023,Baylor,2020,10,169,105,2020-03-25,2020-10-22,0,366,461.749,10,169,105
ABS_TX_A80_D2,absolute,48023,Baylor,2021,10,166,134,2021-04-06,2021-12-25,0,365,454.795,10,166,134
ABS_TX_A80_D2,absolute,48023,Baylor,2022,13,188,79,2022-03-26,2022-11-11,0,365,515.068,13,188,79
ABS_TX_A80_D2,absolute,48023,Baylor,2023,13,178,91,2023-03-22,2023-11-08,0,365,487.671,13,178,91
ABS_TX_A80_D2,absolute,48023,Baylor,2024,13,195,108,2024-02-25,2024-10-31,0,366,532.787,13,195,108
ABS_TX_A80_D2,absolute,48023,Baylor,2025,15,214,150,2025-02-02,2025-12-27,0,365,586.301,15,214,150
ABS_TX_A80_D2,absolute,48025,Bee,2015,15,215,153,2015-03-28,2015-12-29,1,365,589.041,15,215,153
ABS_TX_A80_D2,absolute,48025,Bee,2016,16,230,144,2016-02-01,2016-12-29,4,366,628.415,16,230,144
ABS_TX_A80_D2,absolute,48025,Bee,2017,18,256,169,2017-01-03,2017-12-05,6,365,701.37,18,256,169
ABS_TX_A80_D2,absolute,48025,Bee,2018,13,214,117,2018-02-16,2018-11-08,0,365,586.301,13,214,117
ABS_TX_A80_D2,absolute,48025,Bee,2019,20,211,152,2019-03-09,2019-12-16,0,365,578.082,20,211,152
ABS_TX_A80_D2,absolute,48025,Bee,2020,20,246,123,2020-01-15,2020-12-30,36,366,672.131,20,246,123
ABS_TX_A80_D2,absolute,48025,Bee,2021,19,239,100,2021-02-09,2021-12-30,0,365,654.795,19,239,100
ABS_TX_A80_D2,absolute,48025,Bee,2022,17,237,109,2022-01-01,2022-12-14,0,365,649.315,17,237,109
ABS_TX_A80_D2,absolute,48025,Bee,2023,16,232,146,2023-01-17,2023-12-10,0,365,635.616,16,232,146
ABS_TX_A80_D2,absolute,48025,Bee,2024,16,251,118,2024-02-21,2024-12-31,62,366,685.792,16,251,118
ABS_TX_A80_D2,absolute,48025,Bee,2025,13,264,139,2025-02-03,2025-12-29,2,365,723.288,13,264,139
ABS_TX_A80_D2,absolute,48027,Bell,2015,8,179,132,2015-03-28,2015-10-23,2,365,490.411,8,179,132
ABS_TX_A80_D2,absolute,48027,Bell,2016,14,184,80,2016-03-13,2016-12-26,0,366,502.732,14,184,80
ABS_TX_A80_D2,absolute,48027,Bell,2017,18,204,128,2017-02-07,2017-11-18,0,365,558.904,18,204,128
ABS_TX_A80_D2,absolute,48027,Bell,2018,12,179,127,2018-03-16,2018-10-30,2,365,490.411,12,179,127
ABS_TX_A80_D2,absolute,48027,Bell,2019,8,169,145,2019-04-08,2019-11-06,0,365,463.014,8,169,145
ABS_TX_A80_D2,absolute,48027,Bell,2020,17,174,99,2020-03-11,2020-10-22,1,366,475.41,17,174,99
ABS_TX_A80_D2,absolute,48027,Bell,2021,14,177,134,2021-03-11,2021-12-10,0,365,484.932,14,177,134
ABS_TX_A80_D2,absolute,48027,Bell,2022,10,197,144,2022-03-20,2022-12-08,0,365,539.726,10,197,144
ABS_TX_A80_D2,absolute,48027,Bell,2023,19,184,100,2023-01-10,2023-11-08,0,365,504.11,19,184,100
ABS_TX_A80_D2,absolute,48027,Bell,2024,16,213,152,2024-02-25,2024-11-17,0,366,581.967,16,213,152
ABS_TX_A80_D2,absolute,48027,Bell,2025,17,236,115,2025-02-02,2025-12-28,0,365,646.575,17,236,115
ABS_TX_A80_D2,absolute,48029,Bexar,2015,14,204,155,2015-01-27,2015-11-05,0,365,558.904,14,204,155
ABS_TX_A80_D2,absolute,48029,Bexar,2016,19,222,87,2016-01-31,2016-12-26,0,366,606.557,19,222,87
ABS_TX_A80_D2,absolute,48029,Bexar,2017,21,235,96,2017-01-10,2017-11-26,0,365,643.836,21,235,96
ABS_TX_A80_D2,absolute,48029,Bexar,2018,13,195,132,2018-03-04,2018-10-31,0,365,534.247,13,195,132
ABS_TX_A80_D2,absolute,48029,Bexar,2019,11,185,122,2019-04-04,2019-11-06,0,365,506.849,11,185,122
ABS_TX_A80_D2,absolute,48029,Bexar,2020,12,206,123,2020-03-11,2020-11-14,0,366,562.842,12,206,123
ABS_TX_A80_D2,absolute,48029,Bexar,2021,14,194,98,2021-03-15,2021-12-31,0,365,531.507,14,194,98
ABS_TX_A80_D2,absolute,48029,Bexar,2022,9,217,172,2022-02-21,2022-11-11,0,365,594.521,9,217,172
ABS_TX_A80_D2,absolute,48029,Bexar,2023,17,209,138,2023-02-21,2023-11-08,0,365,572.603,17,209,138
ABS_TX_A80_D2,absolute,48029,Bexar,2024,11,229,163,2024-02-25,2024-12-30,0,366,625.683,11,229,163
ABS_TX_A80_D2,absolute,48029,Bexar,2025,15,245,86,2025-02-02,2025-11-20,0,365,671.233,15,245,86
ABS_TX_A80_D2,absolute,48031,Blanco,2015,12,178,123,2015-03-24,2015-10-22,0,365,487.671,12,178,123
ABS_TX_A80_D2,absolute,48031,Blanco,2016,12,184,129,2016-02-12,2016-11-17,39,366,502.732,12,184,129
ABS_TX_A80_D2,absolute,48031,Blanco,2017,16,189,94,2017-02-24,2017-11-18,0,365,517.808,16,189,94
ABS_TX_A80_D2,absolute,48031,Blanco,2018,14,172,129,2018-03-17,2018-10-30,0,365,471.233,14,172,129
ABS_TX_A80_D2,absolute,48031,Blanco,2019,9,170,122,2019-04-04,2019-12-15,0,365,465.753,9,170,122
ABS_TX_A80_D2,absolute,48031,Blanco,2020,13,182,71,2020-03-13,2020-10-23,34,366,497.268,13,182,71
ABS_TX_A80_D2,absolute,48031,Blanco,2021,10,182,133,2021-04-06,2021-12-31,177,365,498.63,10,182,133
ABS_TX_A80_D2,absolute,48031,Blanco,2022,10,216,172,2022-02-22,2022-12-08,4,365,591.781,10,216,172
ABS_TX_A80_D2,absolute,48031,Blanco,2023,21,218,129,2023-01-01,2023-11-08,0,365,597.26,21,218,129
ABS_TX_A80_D2,absolute,48031,Blanco,2024,14,232,163,2024-02-25,2024-12-30,35,366,633.88,14,232,163
ABS_TX_A80_D2,absolute,48031,Blanco,2025,13,247,176,2025-02-02,2025-12-27,236,365,676.712,13,247,176
ABS_TX_A80_D2,absolute,48033,Borden,2015,19,180,87,2015-03-23,2015-11-03,53,365,493.151,19,180,87
ABS_TX_A80_D2,absolute,48033,Borden,2016,14,178,99,2016-02-18,2016-11-16,116,366,486.339,14,178,99
ABS_TX_A80_D2,absolute,48033,Borden,2017,17,182,114,2017-02-10,2017-11-05,36,365,498.63,17,182,114
ABS_TX_A80_D2,absolute,48033,Borden,2018,10,168,108,2018-03-22,2018-10-29,48,365,460.274,10,168,108
ABS_TX_A80_D2,absolute,48033,Borden,2019,16,174,104,2019-02-14,2019-10-18,17,365,476.712,16,174,104
ABS_TX_A80_D2,absolute,48033,Borden,2020,13,177,106,2020-03-25,2020-11-05,28,366,483.607,13,177,106
ABS_TX_A80_D2,absolute,48033,Borden,2021,18,177,49,2021-03-12,2021-12-24,20,365,484.932,18,177,49
ABS_TX_A80_D2,absolute,48033,Borden,2022,13,179,79,2022-03-25,2022-10-23,16,365,490.411,13,179,79
ABS_TX_A80_D2,absolute,48033,Borden,2023,15,172,98,2023-03-05,2023-11-08,46,365,471.233,15,172,98
ABS_TX_A80_D2,absolute,48033,Borden,2024,16,192,58,2024-02-20,2024-10-30,67,366,524.59,16,192,58
ABS_TX_A80_D2,absolute,48033,Borden,2025,23,206,64,2025-02-02,2025-12-27,41,365,564.384,23,206,64
ABS_TX_A80_D2,absolute,48035,Bosque,2015,10,185,151,2015-03-29,2015-10-29,27,365,506.849,10,185,151
ABS_TX_A80_D2,absolute,48035,Bosque,2016,15,180,73,2016-03-14,2016-12-20,79,366,491.803,15,180,73
ABS_TX_A80_D2,absolute,48035,Bosque,2017,17,199,114,2017-02-11,2017-11-06,108,365,545.205,17,199,114
ABS_TX_A80_D2,absolute,48035,Bosque,2018,10,170,126,2018-03-17,2018-10-31,87,365,465.753,10,170,126
ABS_TX_A80_D2,absolute,48035,Bosque,2019,8,168,109,2019-04-09,2019-10-21,100,365,460.274,8,168,109
ABS_TX_A80_D2,absolute,48035,Bosque,2020,14,173,77,2020-03-25,2020-10-23,86,366,472.678,14,173,77
ABS_TX_A80_D2,absolute,48035,Bosque,2021,10,171,135,2021-03-15,2021-12-26,93,365,468.493,10,171,135
ABS_TX_A80_D2,absolute,48035,Bosque,2022,8,192,87,2022-03-26,2022-10-23,101,365,526.027,8,192,87
ABS_TX_A80_D2,absolute,48035,Bosque,2023,16,182,137,2023-02-21,2023-11-08,99,365,498.63,16,182,137
ABS_TX_A80_D2,absolute,48035,Bosque,2024,10,199,113,2024-02-21,2024-10-31,199,366,543.716,10,199,113
ABS_TX_A80_D2,absolute,48035,Bosque,2025,11,214,166,2025-02-06,2025-12-28,214,365,586.301,11,214,166
ABS_TX_A80_D2,absolute,48037,Bowie,2015,9,161,80,2015-04-07,2015-10-23,0,365,441.096,9,161,80
ABS_TX_A80_D2,absolute,48037,Bowie,2016,12,182,115,2016-03-15,2016-11-17,0,366,497.268,12,182,115
ABS_TX_A80_D2,absolute,48037,Bowie,2017,15,172,73,2017-03-19,2017-11-06,0,365,471.233,15,172,73
ABS_TX_A80_D2,absolute,48037,Bowie,2018,7,158,127,2018-04-17,2018-10-30,0,365,432.877,7,158,127
ABS_TX_A80_D2,absolute,48037,Bowie,2019,7,160,84,2019-04-09,2019-10-11,0,365,438.356,7,160,84
ABS_TX_A80_D2,absolute,48037,Bowie,2020,10,153,113,2020-03-25,2020-10-23,0,366,418.033,10,153,113
ABS_TX_A80_D2,absolute,48037,Bowie,2021,7,158,135,2021-04-12,2021-10-26,0,365,432.877,7,158,135
ABS_TX_A80_D2,absolute,48037,Bowie,2022,11,175,88,2022-03-28,2022-10-24,0,365,479.452,11,175,88
ABS_TX_A80_D2,absolute,48037,Bowie,2023,10,160,113,2023-03-23,2023-11-08,0,365,438.356,10,160,113
ABS_TX_A80_D2,absolute,48037,Bowie,2024,9,183,99,2024-02-26,2024-10-30,0,366,500.0,9,183,99
ABS_TX_A80_D2,absolute,48037,Bowie,2025,14,181,90,2025-03-12,2025-11-19,0,365,495.89,14,181,90
ABS_TX_A80_D2,absolute,48039,Brazoria,2015,12,196,125,2015-03-30,2015-12-26,0,365,536.986,12,196,125
ABS_TX_A80_D2,absolute,48039,Brazoria,2016,13,207,154,2016-03-14,2016-12-28,0,366,565.574,13,207,154
ABS_TX_A80_D2,absolute,48039,Brazoria,2017,11,221,116,2017-02-07,2017-11-18,0,365,605.479,11,221,116
ABS_TX_A80_D2,absolute,48039,Brazoria,2018,9,187,151,2018-02-16,2018-12-02,0,365,512.329,9,187,151
ABS_TX_A80_D2,absolute,48039,Brazoria,2019,9,177,83,2019-04-08,2019-10-24,0,365,484.932,9,177,83
ABS_TX_A80_D2,absolute,48039,Brazoria,2020,10,204,133,2020-03-17,2020-11-12,0,366,557.377,10,204,133
ABS_TX_A80_D2,absolute,48039,Brazoria,2021,14,186,112,2021-03-25,2021-12-29,0,365,509.589,14,186,112
ABS_TX_A80_D2,absolute,48039,Brazoria,2022,9,204,172,2022-03-25,2022-12-09,0,365,558.904,9,204,172
ABS_TX_A80_D2,absolute,48039,Brazoria,2023,12,202,149,2023-02-23,2023-11-09,0,365,553.425,12,202,149
ABS_TX_A80_D2,absolute,48039,Brazoria,2024,11,214,151,2024-04-04,2024-12-18,0,366,584.699,11,214,151
ABS_TX_A80_D2,absolute,48039,Brazoria,2025,11,237,176,2025-02-03,2025-12-28,0,365,649.315,11,237,176
ABS_TX_A80_D2,absolute,48041,Brazos,2015,10,190,154,2015-03-28,2015-11-05,0,365,520.548,10,190,154
