sample,state,variable,county_fips,county_name,period,county_period_value_f,annual_observations_used,first_year_used,last_year_used,mean_contributing_stations,county_period_statistic
consistent_county,AL,Tavg,01021,Chilton,2010-2019,63.587,10,2010,2019,2.45,mean
consistent_county,AL,Tavg,01021,Chilton,2020-2025,64.322,6,2020,2025,2.777,mean
consistent_county,AL,Tavg,01025,Clarke,1980-1989,64.534,10,1980,1989,2.577,mean
consistent_county,AL,Tavg,01025,Clarke,1990-1999,65.256,10,1990,1999,2.938,mean
consistent_county,AL,Tavg,01025,Clarke,2000-2009,65.099,10,2000,2009,2.814,mean
consistent_county,AL,Tavg,01025,Clarke,2010-2019,65.148,10,2010,2019,2.28,mean
consistent_county,AL,Tavg,01025,Clarke,2020-2025,65.78,6,2020,2025,1.931,mean
consistent_county,AL,Tavg,01041,Crenshaw,1980-1989,63.631,8,1980,1989,1.242,mean
consistent_county,AL,Tavg,01041,Crenshaw,1990-1999,64.472,8,1990,1999,1.0,mean
consistent_county,AL,Tavg,01041,Crenshaw,2000-2009,63.057,9,2000,2009,1.103,mean
consistent_county,AL,Tavg,01041,Crenshaw,2010-2019,65.274,10,2010,2019,1.741,mean
consistent_county,AL,Tavg,01041,Crenshaw,2020-2025,66.393,6,2020,2025,1.834,mean
consistent_county,AL,Tavg,01043,Cullman,1980-1989,59.48,10,1980,1989,1.0,mean
consistent_county,AL,Tavg,01043,Cullman,1990-1999,60.13,10,1990,1999,1.488,mean
consistent_county,AL,Tavg,01043,Cullman,2000-2009,61.099,10,2000,2009,3.125,mean
consistent_county,AL,Tavg,01043,Cullman,2010-2019,60.626,10,2010,2019,4.507,mean
consistent_county,AL,Tavg,01043,Cullman,2020-2025,61.602,6,2020,2025,5.201,mean
consistent_county,AL,Tavg,01045,Dale,1980-1989,66.586,10,1980,1989,1.589,mean
consistent_county,AL,Tavg,01045,Dale,1990-1999,67.834,10,1990,1999,1.0,mean
consistent_county,AL,Tavg,01045,Dale,2000-2009,67.172,10,2000,2009,1.202,mean
consistent_county,AL,Tavg,01045,Dale,2010-2019,67.756,10,2010,2019,1.812,mean
consistent_county,AL,Tavg,01045,Dale,2020-2025,68.782,6,2020,2025,1.469,mean
consistent_county,AL,Tavg,01047,Dallas,1980-1989,63.922,10,1980,1989,1.924,mean
consistent_county,AL,Tavg,01047,Dallas,1990-1999,64.263,10,1990,1999,1.976,mean
consistent_county,AL,Tavg,01047,Dallas,2000-2009,64.272,10,2000,2009,2.717,mean
consistent_county,AL,Tavg,01047,Dallas,2010-2019,64.872,10,2010,2019,3.908,mean
consistent_county,AL,Tavg,01047,Dallas,2020-2025,65.522,6,2020,2025,3.917,mean
consistent_county,AL,Tavg,01049,DeKalb,1980-1989,57.471,10,1980,1989,1.981,mean
consistent_county,AL,Tavg,01049,DeKalb,1990-1999,58.761,10,1990,1999,2.264,mean
consistent_county,AL,Tavg,01049,DeKalb,2000-2009,59.402,10,2000,2009,4.416,mean
consistent_county,AL,Tavg,01049,DeKalb,2010-2019,60.179,10,2010,2019,5.322,mean
consistent_county,AL,Tavg,01049,DeKalb,2020-2025,60.398,6,2020,2025,5.738,mean
consistent_county,AL,Tavg,01053,Escambia,1980-1989,65.049,10,1980,1989,2.787,mean
consistent_county,AL,Tavg,01053,Escambia,1990-1999,65.23,10,1990,1999,2.942,mean
consistent_county,AL,Tavg,01053,Escambia,2000-2009,65.85,10,2000,2009,3.086,mean
consistent_county,AL,Tavg,01053,Escambia,2010-2019,66.266,10,2010,2019,3.454,mean
consistent_county,AL,Tavg,01053,Escambia,2020-2025,66.998,6,2020,2025,2.991,mean
consistent_county,AL,Tavg,01061,Geneva,1980-1989,65.703,10,1980,1989,1.0,mean
consistent_county,AL,Tavg,01061,Geneva,1990-1999,64.948,10,1990,1999,1.0,mean
consistent_county,AL,Tavg,01061,Geneva,2000-2009,65.692,9,2000,2008,1.0,mean
consistent_county,AL,Tavg,01061,Geneva,2010-2019,65.801,10,2010,2019,1.0,mean
consistent_county,AL,Tavg,01061,Geneva,2020-2025,66.011,6,2020,2025,1.0,mean
consistent_county,AL,Tavg,01063,Greene,1980-1989,62.897,9,1980,1989,1.0,mean
consistent_county,AL,Tavg,01063,Greene,1990-1999,63.607,10,1990,1999,1.0,mean
consistent_county,AL,Tavg,01063,Greene,2000-2009,63.796,8,2000,2009,1.3,mean
consistent_county,AL,Tavg,01063,Greene,2010-2019,64.174,10,2010,2019,1.965,mean
consistent_county,AL,Tavg,01063,Greene,2020-2025,64.768,6,2020,2025,1.871,mean
consistent_county,AL,Tavg,01071,Jackson,1980-1989,59.056,9,1980,1989,1.545,mean
consistent_county,AL,Tavg,01071,Jackson,1990-1999,59.57,10,1990,1999,1.97,mean
consistent_county,AL,Tavg,01071,Jackson,2000-2009,60.102,10,2000,2009,2.254,mean
consistent_county,AL,Tavg,01071,Jackson,2010-2019,60.615,10,2010,2019,2.82,mean
consistent_county,AL,Tavg,01071,Jackson,2020-2025,61.12,6,2020,2025,2.341,mean
consistent_county,AL,Tavg,01073,Jefferson,1980-1989,61.815,10,1980,1989,3.978,mean
consistent_county,AL,Tavg,01073,Jefferson,1990-1999,62.466,10,1990,1999,2.994,mean
consistent_county,AL,Tavg,01073,Jefferson,2000-2009,63.095,10,2000,2009,2.971,mean
consistent_county,AL,Tavg,01073,Jefferson,2010-2019,63.895,10,2010,2019,2.486,mean
consistent_county,AL,Tavg,01073,Jefferson,2020-2025,64.954,6,2020,2025,1.992,mean
consistent_county,AL,Tavg,01079,Lawrence,1980-1989,61.08,10,1980,1989,1.0,mean
consistent_county,AL,Tavg,01079,Lawrence,1990-1999,61.945,10,1990,1999,1.0,mean
consistent_county,AL,Tavg,01079,Lawrence,2000-2009,61.281,9,2000,2009,1.304,mean
consistent_county,AL,Tavg,01079,Lawrence,2010-2019,60.844,10,2010,2019,1.996,mean
consistent_county,AL,Tavg,01079,Lawrence,2020-2025,61.566,6,2020,2025,1.98,mean
consistent_county,AL,Tavg,01081,Lee,1980-1989,62.497,10,1980,1989,1.962,mean
consistent_county,AL,Tavg,01081,Lee,1990-1999,63.574,9,1990,1999,1.771,mean
consistent_county,AL,Tavg,01081,Lee,2000-2009,62.888,10,2000,2009,1.838,mean
consistent_county,AL,Tavg,01081,Lee,2010-2019,63.745,10,2010,2019,2.705,mean
consistent_county,AL,Tavg,01081,Lee,2020-2025,64.063,6,2020,2025,2.747,mean
consistent_county,AL,Tavg,01083,Limestone,1980-1989,59.815,10,1980,1989,1.814,mean
consistent_county,AL,Tavg,01083,Limestone,1990-1999,60.14,10,1990,1999,2.279,mean
consistent_county,AL,Tavg,01083,Limestone,2000-2009,60.912,10,2000,2009,2.925,mean
consistent_county,AL,Tavg,01083,Limestone,2010-2019,61.485,10,2010,2019,2.978,mean
consistent_county,AL,Tavg,01083,Limestone,2020-2025,62.008,6,2020,2025,2.966,mean
consistent_county,AL,Tavg,01089,Madison,1980-1989,60.343,10,1980,1989,1.0,mean
consistent_county,AL,Tavg,01089,Madison,1990-1999,61.339,10,1990,1999,1.0,mean
consistent_county,AL,Tavg,01089,Madison,2000-2009,61.303,10,2000,2009,1.53,mean
consistent_county,AL,Tavg,01089,Madison,2010-2019,61.735,10,2010,2019,2.519,mean
consistent_county,AL,Tavg,01089,Madison,2020-2025,61.534,6,2020,2025,2.628,mean
consistent_county,AL,Tavg,01093,Marion,1980-1989,59.349,10,1980,1989,1.995,mean
consistent_county,AL,Tavg,01093,Marion,1990-1999,60.344,10,1990,1999,1.945,mean
consistent_county,AL,Tavg,01093,Marion,2000-2009,61.084,10,2000,2009,2.034,mean
consistent_county,AL,Tavg,01093,Marion,2010-2019,61.359,10,2010,2019,1.958,mean
consistent_county,AL,Tavg,01093,Marion,2020-2025,62.564,6,2020,2025,1.705,mean
consistent_county,AL,Tavg,01097,Mobile,1980-1989,67.449,10,1980,1989,2.468,mean
consistent_county,AL,Tavg,01097,Mobile,1990-1999,67.529,10,1990,1999,3.281,mean
consistent_county,AL,Tavg,01097,Mobile,2000-2009,67.8,10,2000,2009,3.974,mean
consistent_county,AL,Tavg,01097,Mobile,2010-2019,68.693,10,2010,2019,3.406,mean
consistent_county,AL,Tavg,01097,Mobile,2020-2025,70.068,6,2020,2025,2.874,mean
consistent_county,AL,Tavg,01101,Montgomery,1980-1989,65.126,10,1980,1989,1.0,mean
consistent_county,AL,Tavg,01101,Montgomery,1990-1999,65.372,10,1990,1999,1.157,mean
consistent_county,AL,Tavg,01101,Montgomery,2000-2009,65.312,10,2000,2009,1.936,mean
consistent_county,AL,Tavg,01101,Montgomery,2010-2019,67.022,10,2010,2019,2.144,mean
consistent_county,AL,Tavg,01101,Montgomery,2020-2025,66.631,6,2020,2025,3.138,mean
consistent_county,AL,Tavg,01109,Pike,1980-1989,64.43,9,1980,1989,1.0,mean
consistent_county,AL,Tavg,01109,Pike,1990-1999,64.89,10,1990,1999,1.0,mean
consistent_county,AL,Tavg,01109,Pike,2000-2009,64.948,9,2001,2009,2.151,mean
consistent_county,AL,Tavg,01109,Pike,2010-2019,65.471,10,2010,2019,2.887,mean
consistent_county,AL,Tavg,01109,Pike,2020-2025,66.771,6,2020,2025,2.894,mean
consistent_county,AL,Tavg,01121,Talladega,1980-1989,62.333,10,1980,1989,2.689,mean
consistent_county,AL,Tavg,01121,Talladega,1990-1999,62.357,10,1990,1999,3.081,mean
consistent_county,AL,Tavg,01121,Talladega,2000-2009,62.521,10,2000,2009,4.013,mean
consistent_county,AL,Tavg,01121,Talladega,2010-2019,63.22,10,2010,2019,4.946,mean
consistent_county,AL,Tavg,01121,Talladega,2020-2025,63.578,6,2020,2025,4.899,mean
consistent_county,AL,Tavg,01125,Tuscaloosa,1980-1989,62.799,10,1980,1989,2.721,mean
consistent_county,AL,Tavg,01125,Tuscaloosa,1990-1999,63.407,10,1990,1999,2.033,mean
consistent_county,AL,Tavg,01125,Tuscaloosa,2000-2009,64.327,10,2000,2009,2.973,mean
consistent_county,AL,Tavg,01125,Tuscaloosa,2010-2019,65.065,10,2010,2019,3.933,mean
consistent_county,AL,Tavg,01125,Tuscaloosa,2020-2025,65.179,6,2020,2025,3.89,mean
consistent_county,AL,Tmax,01003,Baldwin,1980-1989,77.123,10,1980,1989,2.952,mean
consistent_county,AL,Tmax,01003,Baldwin,1990-1999,77.183,10,1990,1999,2.925,mean
consistent_county,AL,Tmax,01003,Baldwin,2000-2009,78.008,10,2000,2009,3.956,mean
consistent_county,AL,Tmax,01003,Baldwin,2010-2019,78.068,10,2010,2019,4.923,mean
consistent_county,AL,Tmax,01003,Baldwin,2020-2025,78.481,6,2020,2025,3.947,mean
consistent_county,AL,Tmax,01005,Barbour,1980-1989,76.064,10,1980,1989,1.849,mean
consistent_county,AL,Tmax,01005,Barbour,1990-1999,76.104,10,1990,1999,1.936,mean
consistent_county,AL,Tmax,01005,Barbour,2000-2009,77.184,10,2000,2009,1.724,mean
consistent_county,AL,Tmax,01005,Barbour,2010-2019,79.254,10,2010,2019,2.607,mean
consistent_county,AL,Tmax,01005,Barbour,2020-2025,78.159,6,2020,2025,1.813,mean
consistent_county,AL,Tmax,01007,Bibb,1980-1989,73.897,10,1980,1989,1.0,mean
consistent_county,AL,Tmax,01007,Bibb,1990-1999,74.667,9,1990,1999,1.102,mean
consistent_county,AL,Tmax,01007,Bibb,2000-2009,75.926,10,2000,2009,1.895,mean
consistent_county,AL,Tmax,01007,Bibb,2010-2019,76.561,10,2010,2019,1.359,mean
consistent_county,AL,Tmax,01007,Bibb,2020-2025,77.798,6,2020,2025,1.0,mean
consistent_county,AL,Tmax,01015,Calhoun,1980-1989,73.064,10,1980,1989,1.0,mean
consistent_county,AL,Tmax,01015,Calhoun,1990-1999,73.691,10,1990,1999,1.0,mean
consistent_county,AL,Tmax,01015,Calhoun,2000-2009,74.146,10,2000,2009,1.0,mean
consistent_county,AL,Tmax,01015,Calhoun,2010-2019,74.779,10,2010,2019,1.0,mean
consistent_county,AL,Tmax,01015,Calhoun,2020-2025,75.117,6,2020,2025,1.0,mean
consistent_county,AL,Tmax,01021,Chilton,1980-1989,74.247,10,1980,1989,1.638,mean
consistent_county,AL,Tmax,01021,Chilton,1990-1999,74.148,10,1990,1999,1.944,mean
consistent_county,AL,Tmax,01021,Chilton,2000-2009,74.102,10,2000,2009,2.566,mean
consistent_county,AL,Tmax,01021,Chilton,2010-2019,74.931,10,2010,2019,2.45,mean
consistent_county,AL,Tmax,01021,Chilton,2020-2025,75.657,6,2020,2025,2.777,mean
consistent_county,AL,Tmax,01025,Clarke,1980-1989,77.015,10,1980,1989,2.576,mean
consistent_county,AL,Tmax,01025,Clarke,1990-1999,77.021,10,1990,1999,2.938,mean
consistent_county,AL,Tmax,01025,Clarke,2000-2009,76.87,10,2000,2009,2.814,mean
consistent_county,AL,Tmax,01025,Clarke,2010-2019,76.615,10,2010,2019,2.279,mean
consistent_county,AL,Tmax,01025,Clarke,2020-2025,77.066,6,2020,2025,1.931,mean
consistent_county,AL,Tmax,01035,Conecuh,1980-1989,76.422,10,1980,1989,1.0,mean
consistent_county,AL,Tmax,01035,Conecuh,1990-1999,75.71,10,1990,1999,1.251,mean
consistent_county,AL,Tmax,01035,Conecuh,2000-2009,77.193,10,2000,2009,1.991,mean
consistent_county,AL,Tmax,01035,Conecuh,2010-2019,78.372,10,2010,2019,1.805,mean
consistent_county,AL,Tmax,01035,Conecuh,2020-2025,80.07,6,2020,2025,1.0,mean
consistent_county,AL,Tmax,01041,Crenshaw,1980-1989,75.85,8,1980,1989,1.242,mean
consistent_county,AL,Tmax,01041,Crenshaw,1990-1999,75.3,9,1990,1999,1.0,mean
consistent_county,AL,Tmax,01041,Crenshaw,2000-2009,75.546,10,2000,2009,1.092,mean
consistent_county,AL,Tmax,01041,Crenshaw,2010-2019,75.961,10,2010,2019,1.741,mean
consistent_county,AL,Tmax,01041,Crenshaw,2020-2025,76.961,6,2020,2025,1.834,mean
consistent_county,AL,Tmax,01043,Cullman,1980-1989,72.486,10,1980,1989,1.0,mean
consistent_county,AL,Tmax,01043,Cullman,1990-1999,72.812,10,1990,1999,1.486,mean
consistent_county,AL,Tmax,01043,Cullman,2000-2009,72.793,10,2000,2009,3.124,mean
consistent_county,AL,Tmax,01043,Cullman,2010-2019,71.806,10,2010,2019,4.507,mean
consistent_county,AL,Tmax,01043,Cullman,2020-2025,72.297,6,2020,2025,5.201,mean
consistent_county,AL,Tmax,01045,Dale,1980-1989,77.111,10,1980,1989,1.589,mean
consistent_county,AL,Tmax,01045,Dale,1990-1999,77.98,10,1990,1999,1.0,mean
consistent_county,AL,Tmax,01045,Dale,2000-2009,77.876,10,2000,2009,1.202,mean
consistent_county,AL,Tmax,01045,Dale,2010-2019,78.886,10,2010,2019,1.812,mean
consistent_county,AL,Tmax,01045,Dale,2020-2025,79.488,6,2020,2025,1.469,mean
consistent_county,AL,Tmax,01047,Dallas,1980-1989,75.574,10,1980,1989,1.923,mean
consistent_county,AL,Tmax,01047,Dallas,1990-1999,75.565,10,1990,1999,1.976,mean
consistent_county,AL,Tmax,01047,Dallas,2000-2009,75.774,10,2000,2009,2.717,mean
consistent_county,AL,Tmax,01047,Dallas,2010-2019,76.511,10,2010,2019,3.908,mean
consistent_county,AL,Tmax,01047,Dallas,2020-2025,77.289,6,2020,2025,3.917,mean
consistent_county,AL,Tmax,01049,DeKalb,1980-1989,69.617,10,1980,1989,1.981,mean
consistent_county,AL,Tmax,01049,DeKalb,1990-1999,70.014,10,1990,1999,2.264,mean
consistent_county,AL,Tmax,01049,DeKalb,2000-2009,70.671,10,2000,2009,4.416,mean
consistent_county,AL,Tmax,01049,DeKalb,2010-2019,71.034,10,2010,2019,5.322,mean
consistent_county,AL,Tmax,01049,DeKalb,2020-2025,71.376,6,2020,2025,5.738,mean
consistent_county,AL,Tmax,01053,Escambia,1980-1989,77.725,10,1980,1989,2.787,mean
consistent_county,AL,Tmax,01053,Escambia,1990-1999,77.646,10,1990,1999,2.942,mean
consistent_county,AL,Tmax,01053,Escambia,2000-2009,77.908,10,2000,2009,3.086,mean
consistent_county,AL,Tmax,01053,Escambia,2010-2019,77.686,10,2010,2019,3.454,mean
consistent_county,AL,Tmax,01053,Escambia,2020-2025,78.094,6,2020,2025,2.991,mean
consistent_county,AL,Tmax,01057,Fayette,1980-1989,73.504,10,1980,1989,1.49,mean
consistent_county,AL,Tmax,01057,Fayette,1990-1999,73.828,10,1990,1999,1.989,mean
consistent_county,AL,Tmax,01057,Fayette,2000-2009,73.588,10,2000,2009,1.862,mean
consistent_county,AL,Tmax,01057,Fayette,2010-2019,72.796,9,2010,2019,1.177,mean
consistent_county,AL,Tmax,01057,Fayette,2020-2025,74.442,6,2020,2025,1.268,mean
consistent_county,AL,Tmax,01061,Geneva,1980-1989,77.586,10,1980,1989,1.0,mean
consistent_county,AL,Tmax,01061,Geneva,1990-1999,76.171,10,1990,1999,1.0,mean
consistent_county,AL,Tmax,01061,Geneva,2000-2009,78.371,9,2000,2008,1.0,mean
consistent_county,AL,Tmax,01061,Geneva,2010-2019,78.39,10,2010,2019,1.0,mean
consistent_county,AL,Tmax,01061,Geneva,2020-2025,78.57,6,2020,2025,1.0,mean
consistent_county,AL,Tmax,01063,Greene,1980-1989,74.702,10,1980,1989,1.0,mean
consistent_county,AL,Tmax,01063,Greene,1990-1999,74.655,10,1990,1999,1.0,mean
consistent_county,AL,Tmax,01063,Greene,2000-2009,75.085,10,2000,2009,1.239,mean
consistent_county,AL,Tmax,01063,Greene,2010-2019,75.478,10,2010,2019,1.965,mean
consistent_county,AL,Tmax,01063,Greene,2020-2025,75.732,6,2020,2025,1.87,mean
consistent_county,AL,Tmax,01071,Jackson,1980-1989,71.897,10,1980,1989,1.517,mean
consistent_county,AL,Tmax,01071,Jackson,1990-1999,71.456,10,1990,1999,1.97,mean
consistent_county,AL,Tmax,01071,Jackson,2000-2009,72.081,10,2000,2009,2.253,mean
consistent_county,AL,Tmax,01071,Jackson,2010-2019,72.255,10,2010,2019,2.82,mean
consistent_county,AL,Tmax,01071,Jackson,2020-2025,72.827,6,2020,2025,2.341,mean
consistent_county,AL,Tmax,01073,Jefferson,1980-1989,73.593,10,1980,1989,3.978,mean
consistent_county,AL,Tmax,01073,Jefferson,1990-1999,74.936,10,1990,1999,2.994,mean
consistent_county,AL,Tmax,01073,Jefferson,2000-2009,74.689,10,2000,2009,2.971,mean
consistent_county,AL,Tmax,01073,Jefferson,2010-2019,74.854,10,2010,2019,2.486,mean
consistent_county,AL,Tmax,01073,Jefferson,2020-2025,75.86,6,2020,2025,1.992,mean
consistent_county,AL,Tmax,01079,Lawrence,1980-1989,72.429,10,1980,1989,1.0,mean
consistent_county,AL,Tmax,01079,Lawrence,1990-1999,73.075,10,1990,1999,1.0,mean
consistent_county,AL,Tmax,01079,Lawrence,2000-2009,72.515,9,2000,2009,1.304,mean
consistent_county,AL,Tmax,01079,Lawrence,2010-2019,71.701,10,2010,2019,1.996,mean
consistent_county,AL,Tmax,01079,Lawrence,2020-2025,72.477,6,2020,2025,1.98,mean
consistent_county,AL,Tmax,01081,Lee,1980-1989,74.129,10,1980,1989,1.962,mean
consistent_county,AL,Tmax,01081,Lee,1990-1999,74.556,9,1990,1999,1.771,mean
consistent_county,AL,Tmax,01081,Lee,2000-2009,74.567,10,2000,2009,1.836,mean
consistent_county,AL,Tmax,01081,Lee,2010-2019,74.557,10,2010,2019,2.705,mean
consistent_county,AL,Tmax,01081,Lee,2020-2025,74.593,6,2020,2025,2.747,mean
consistent_county,AL,Tmax,01083,Limestone,1980-1989,71.445,10,1980,1989,1.813,mean
consistent_county,AL,Tmax,01083,Limestone,1990-1999,71.09,10,1990,1999,2.279,mean
consistent_county,AL,Tmax,01083,Limestone,2000-2009,72.45,10,2000,2009,2.925,mean
consistent_county,AL,Tmax,01083,Limestone,2010-2019,72.615,10,2010,2019,2.978,mean
consistent_county,AL,Tmax,01083,Limestone,2020-2025,72.952,6,2020,2025,2.966,mean
consistent_county,AL,Tmax,01089,Madison,1980-1989,71.038,10,1980,1989,1.0,mean
consistent_county,AL,Tmax,01089,Madison,1990-1999,71.9,10,1990,1999,1.0,mean
consistent_county,AL,Tmax,01089,Madison,2000-2009,72.261,10,2000,2009,1.53,mean
consistent_county,AL,Tmax,01089,Madison,2010-2019,72.823,10,2010,2019,2.519,mean
consistent_county,AL,Tmax,01089,Madison,2020-2025,72.297,6,2020,2025,2.628,mean
consistent_county,AL,Tmax,01093,Marion,1980-1989,71.989,10,1980,1989,1.995,mean
consistent_county,AL,Tmax,01093,Marion,1990-1999,72.456,10,1990,1999,1.945,mean
consistent_county,AL,Tmax,01093,Marion,2000-2009,73.554,10,2000,2009,2.034,mean
consistent_county,AL,Tmax,01093,Marion,2010-2019,73.404,10,2010,2019,1.958,mean
consistent_county,AL,Tmax,01093,Marion,2020-2025,73.364,6,2020,2025,1.703,mean
consistent_county,AL,Tmax,01097,Mobile,1980-1989,76.143,10,1980,1989,2.468,mean
consistent_county,AL,Tmax,01097,Mobile,1990-1999,76.123,10,1990,1999,3.281,mean
consistent_county,AL,Tmax,01097,Mobile,2000-2009,76.62,10,2000,2009,3.974,mean
consistent_county,AL,Tmax,01097,Mobile,2010-2019,77.211,10,2010,2019,3.406,mean
consistent_county,AL,Tmax,01097,Mobile,2020-2025,78.735,6,2020,2025,2.874,mean
consistent_county,AL,Tmax,01101,Montgomery,1980-1989,76.403,10,1980,1989,1.0,mean
consistent_county,AL,Tmax,01101,Montgomery,1990-1999,76.928,10,1990,1999,1.157,mean
consistent_county,AL,Tmax,01101,Montgomery,2000-2009,77.028,10,2000,2009,1.936,mean
consistent_county,AL,Tmax,01101,Montgomery,2010-2019,78.684,10,2010,2019,2.144,mean
consistent_county,AL,Tmax,01101,Montgomery,2020-2025,78.023,6,2020,2025,3.138,mean
consistent_county,AL,Tmax,01109,Pike,1980-1989,76.043,9,1980,1989,1.0,mean
consistent_county,AL,Tmax,01109,Pike,1990-1999,76.076,10,1990,1999,1.0,mean
consistent_county,AL,Tmax,01109,Pike,2000-2009,76.38,10,2000,2009,2.062,mean
consistent_county,AL,Tmax,01109,Pike,2010-2019,76.841,10,2010,2019,2.887,mean
consistent_county,AL,Tmax,01109,Pike,2020-2025,78.033,6,2020,2025,2.894,mean
consistent_county,AL,Tmax,01121,Talladega,1980-1989,75.2,10,1980,1989,2.689,mean
consistent_county,AL,Tmax,01121,Talladega,1990-1999,75.667,10,1990,1999,3.081,mean
consistent_county,AL,Tmax,01121,Talladega,2000-2009,75.283,10,2000,2009,4.013,mean
consistent_county,AL,Tmax,01121,Talladega,2010-2019,75.436,10,2010,2019,4.946,mean
consistent_county,AL,Tmax,01121,Talladega,2020-2025,75.964,6,2020,2025,4.899,mean
consistent_county,AL,Tmax,01125,Tuscaloosa,1980-1989,74.369,10,1980,1989,2.721,mean
consistent_county,AL,Tmax,01125,Tuscaloosa,1990-1999,75.559,10,1990,1999,2.03,mean
consistent_county,AL,Tmax,01125,Tuscaloosa,2000-2009,75.712,10,2000,2009,2.973,mean
consistent_county,AL,Tmax,01125,Tuscaloosa,2010-2019,76.254,10,2010,2019,3.933,mean
consistent_county,AL,Tmax,01125,Tuscaloosa,2020-2025,76.346,6,2020,2025,3.89,mean
consistent_county,AL,Tmin,01003,Baldwin,1980-1989,56.027,10,1980,1989,2.952,mean
consistent_county,AL,Tmin,01003,Baldwin,1990-1999,56.344,10,1990,1999,2.925,mean
consistent_county,AL,Tmin,01003,Baldwin,2000-2009,57.178,10,2000,2009,3.956,mean
consistent_county,AL,Tmin,01003,Baldwin,2010-2019,57.615,10,2010,2019,4.923,mean
consistent_county,AL,Tmin,01003,Baldwin,2020-2025,59.153,6,2020,2025,3.947,mean
consistent_county,AL,Tmin,01005,Barbour,1980-1989,52.254,10,1980,1989,1.852,mean
consistent_county,AL,Tmin,01005,Barbour,1990-1999,52.463,10,1990,1999,1.94,mean
consistent_county,AL,Tmin,01005,Barbour,2000-2009,51.985,10,2000,2009,1.728,mean
consistent_county,AL,Tmin,01005,Barbour,2010-2019,54.17,10,2010,2019,2.607,mean
consistent_county,AL,Tmin,01005,Barbour,2020-2025,55.45,6,2020,2025,1.813,mean
consistent_county,AL,Tmin,01007,Bibb,1980-1989,51.765,10,1980,1989,1.0,mean
consistent_county,AL,Tmin,01007,Bibb,1990-1999,51.283,9,1990,1999,1.103,mean
consistent_county,AL,Tmin,01007,Bibb,2000-2009,50.604,10,2000,2009,1.896,mean
consistent_county,AL,Tmin,01007,Bibb,2010-2019,52.154,10,2010,2019,1.359,mean
consistent_county,AL,Tmin,01007,Bibb,2020-2025,53.822,6,2020,2025,1.0,mean
consistent_county,AL,Tmin,01015,Calhoun,1980-1989,51.202,10,1980,1989,1.0,mean
consistent_county,AL,Tmin,01015,Calhoun,1990-1999,52.084,10,1990,1999,1.0,mean
consistent_county,AL,Tmin,01015,Calhoun,2000-2009,51.563,10,2000,2009,1.0,mean
consistent_county,AL,Tmin,01015,Calhoun,2010-2019,52.381,10,2010,2019,1.0,mean
consistent_county,AL,Tmin,01015,Calhoun,2020-2025,52.709,6,2020,2025,1.0,mean
consistent_county,AL,Tmin,01021,Chilton,1980-1989,50.291,8,1980,1987,1.798,mean
consistent_county,AL,Tmin,01021,Chilton,1990-1999,50.908,10,1990,1999,1.944,mean
consistent_county,AL,Tmin,01021,Chilton,2000-2009,51.626,10,2000,2009,2.566,mean
