definition_A,definition_B,n_A_eligible_dates,n_B_eligible_dates,n_common_eligible_dates,eligibility_jaccard,fraction_A_eligible_also_eligible_B,fraction_B_eligible_also_eligible_A,n_classified_by_A,n_classified_by_B,n_classified_by_both,n_classified_by_either,n_A_only_positive,n_B_only_positive,jaccard_common_eligibility,ehf_construct,comparator,ehf_date_representation,assessment_date_jaccard,interpretation_note
EHF_TX_WALKFORWARD,TMAX_P80_D3_W15,1020572,1020572,1020572,1.0,1.0,1.0,71515,171965,43401,200079,28114,128564,0.216919,EHF_TX_WALKFORWARD,TMAX_P80_D3_W15,positive_ehf_assessment_date,0.216919,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,TMAX_P85_D3_W15,1020572,1020572,1020572,1.0,1.0,1.0,71515,124812,35309,161018,36206,89503,0.219286,EHF_TX_WALKFORWARD,TMAX_P85_D3_W15,positive_ehf_assessment_date,0.219286,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,TMAX_P90_D3_W15,1020572,1020572,1020572,1.0,1.0,1.0,71515,80755,26148,126122,45367,54607,0.207323,EHF_TX_WALKFORWARD,TMAX_P90_D3_W15,positive_ehf_assessment_date,0.207323,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,TMAX_P95_D3_W15,1020572,1020572,1020572,1.0,1.0,1.0,71515,38876,15510,94881,56005,23366,0.163468,EHF_TX_WALKFORWARD,TMAX_P95_D3_W15,positive_ehf_assessment_date,0.163468,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,TMAX_P975_D3_W15,1020572,1020572,1020572,1.0,1.0,1.0,71515,19142,8921,81736,62594,10221,0.109144,EHF_TX_WALKFORWARD,TMAX_P975_D3_W15,positive_ehf_assessment_date,0.109144,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,TMAX_P85_D2_W15,1020572,1020572,1020572,1.0,1.0,1.0,71515,161004,38714,193805,32801,122290,0.199757,EHF_TX_WALKFORWARD,TMAX_P85_D2_W15,positive_ehf_assessment_date,0.199757,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,TMAX_P90_D2_W15,1020572,1020572,1020572,1.0,1.0,1.0,71515,108359,29250,150624,42265,79109,0.194192,EHF_TX_WALKFORWARD,TMAX_P90_D2_W15,positive_ehf_assessment_date,0.194192,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,TMAX_P95_D2_W15,1020572,1020572,1020572,1.0,1.0,1.0,71515,56576,18211,109880,53304,38365,0.165735,EHF_TX_WALKFORWARD,TMAX_P95_D2_W15,positive_ehf_assessment_date,0.165735,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,HIPROXY_P85_D2_W15_CONFEXCL,1020572,1020569,1020569,0.999997,0.999997,1.0,71515,159664,30903,200276,40612,128761,0.154302,EHF_TX_WALKFORWARD,HIPROXY_P85_D2_W15_CONFEXCL,positive_ehf_assessment_date,0.154302,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,HIPROXY_P90_D2_W15_CONFEXCL,1020572,1020569,1020569,0.999997,0.999997,1.0,71515,102725,21346,152894,50169,81379,0.139613,EHF_TX_WALKFORWARD,HIPROXY_P90_D2_W15_CONFEXCL,positive_ehf_assessment_date,0.139613,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,HIPROXY_P95_D2_W15_CONFEXCL,1020572,1020569,1020569,0.999997,0.999997,1.0,71515,48778,11032,109261,60483,37746,0.100969,EHF_TX_WALKFORWARD,HIPROXY_P95_D2_W15_CONFEXCL,positive_ehf_assessment_date,0.100969,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,HIXENV_P80_D2_W15_RAW,1020572,1020572,1020572,1.0,1.0,1.0,71515,169006,21245,219276,50270,147761,0.096887,EHF_TX_WALKFORWARD,HIXENV_P80_D2_W15_RAW,positive_ehf_assessment_date,0.096887,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,HIXENV_P85_D2_W15_RAW,1020572,1020572,1020572,1.0,1.0,1.0,71515,117437,15097,173855,56418,102340,0.086837,EHF_TX_WALKFORWARD,HIXENV_P85_D2_W15_RAW,positive_ehf_assessment_date,0.086837,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,HIXENV_P90_D2_W15_RAW,1020572,1020572,1020572,1.0,1.0,1.0,71515,70965,9231,133249,62284,61734,0.069276,EHF_TX_WALKFORWARD,HIXENV_P90_D2_W15_RAW,positive_ehf_assessment_date,0.069276,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,HIXENV_P95_D2_W15_RAW,1020572,1020572,1020572,1.0,1.0,1.0,71515,31294,4114,98695,67401,27180,0.041684,EHF_TX_WALKFORWARD,HIXENV_P95_D2_W15_RAW,positive_ehf_assessment_date,0.041684,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,HIXENV_P975_D2_W15_RAW,1020572,1020572,1020572,1.0,1.0,1.0,71515,13903,1939,83479,69576,11964,0.023227,EHF_TX_WALKFORWARD,HIXENV_P975_D2_W15_RAW,positive_ehf_assessment_date,0.023227,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,HIXENV_P80_D2_W15_CONFEXCL,1020572,1020569,1020569,0.999997,0.999997,1.0,71515,169000,21245,219270,50270,147755,0.09689,EHF_TX_WALKFORWARD,HIXENV_P80_D2_W15_CONFEXCL,positive_ehf_assessment_date,0.09689,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,HIXENV_P85_D2_W15_CONFEXCL,1020572,1020569,1020569,0.999997,0.999997,1.0,71515,117431,15097,173849,56418,102334,0.08684,EHF_TX_WALKFORWARD,HIXENV_P85_D2_W15_CONFEXCL,positive_ehf_assessment_date,0.08684,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,HIXENV_P90_D2_W15_CONFEXCL,1020572,1020569,1020569,0.999997,0.999997,1.0,71515,70959,9231,133243,62284,61728,0.069279,EHF_TX_WALKFORWARD,HIXENV_P90_D2_W15_CONFEXCL,positive_ehf_assessment_date,0.069279,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,HIXENV_P95_D2_W15_CONFEXCL,1020572,1020569,1020569,0.999997,0.999997,1.0,71515,31288,4114,98689,67401,27174,0.041687,EHF_TX_WALKFORWARD,HIXENV_P95_D2_W15_CONFEXCL,positive_ehf_assessment_date,0.041687,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
EHF_TX_WALKFORWARD,HIXENV_P975_D2_W15_CONFEXCL,1020572,1020569,1020569,0.999997,0.999997,1.0,71515,13898,1939,83474,69576,11959,0.023229,EHF_TX_WALKFORWARD,HIXENV_P975_D2_W15_CONFEXCL,positive_ehf_assessment_date,0.023229,EHF assessment dates summarise a trailing 3-day thermal period; this is NOT equivalent to ordinary single-day classification agreement
